SKU,Product,Category,Region,Warehouse,Supplier,Inventory_Level,Reorder_Point,Safety_Stock,Supplier_Lead_Time_Days,Average_Monthly_Demand,Demand_Std_Dev,Max_Stock_Level,Inventory_Value,Velocity_Class,Inventory_Status,Stockout_Risk_Flag,Overstock_Flag
SKU-AEE1A1,Newell 340,Office Supplies,Prarie,WH-Central,NorthBridge Supply,26,6,5,8,2.85,5.85,24,74.28,Slow-moving,Excess Inventory,No,Yes
SKU-AEE1A1,Newell 340,Office Supplies,West,WH-West,PrimeSource Direct,9,8,6,10,3.08,6.08,26,25.4,Medium-moving,Maintain,No,No
SKU-AEE1A1,Newell 340,Office Supplies,Yukon,WH-North,PrimeSource Direct,11,4,3,17,0.27,1.8,22,35.39,Slow-moving,Maintain,No,No
SKU-AEE428,Xerox 1922,Office Supplies,Atlantic,WH-East,Atlas Wholesale,1,5,4,13,0.79,3.08,23,4.87,Slow-moving,Restock Recommended,Yes,No
SKU-AEE428,Xerox 1922,Office Supplies,Ontario,WH-Central,Atlas Wholesale,31,6,5,11,1.85,4.72,24,168.09,Slow-moving,Excess Inventory,No,Yes
SKU-AEE428,Xerox 1922,Office Supplies,Prarie,WH-Central,Atlas Wholesale,0,9,7,11,3.04,6.04,27,0.0,Medium-moving,Restock Recommended,Yes,No
SKU-AEE428,Xerox 1922,Office Supplies,Quebec,WH-East,NorthBridge Supply,7,4,3,20,0.08,1.0,22,49.59,Slow-moving,Maintain,No,No
SKU-AEE428,Xerox 1922,Office Supplies,West,WH-West,Meridian Retail Co.,0,5,4,17,0.73,2.96,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-AEE428,Xerox 1922,Office Supplies,Yukon,WH-North,Meridian Retail Co.,21,4,3,18,0.42,2.24,22,107.74,Slow-moving,Maintain,No,No
SKU-AEFB7C,Xerox 1906,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,0,5,4,19,0.58,2.65,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-AEFB7C,Xerox 1906,Office Supplies,Northwest Territories,WH-West,NorthBridge Supply,0,4,3,11,0.12,1.22,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-AEFB7C,Xerox 1906,Office Supplies,Ontario,WH-Central,Meridian Retail Co.,9,4,3,9,0.46,2.35,22,309.11,Slow-moving,Maintain,No,No
SKU-AEFB7C,Xerox 1906,Office Supplies,Prarie,WH-Central,Atlas Wholesale,0,4,3,16,0.33,2.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-AEFB7C,Xerox 1906,Office Supplies,West,WH-West,NorthBridge Supply,11,4,3,17,0.06,1.0,22,444.62,Slow-moving,Maintain,No,No
SKU-AF35CC,Epson DFX-8500 Dot Matrix Printer,Technology,Northwest Territories,WH-West,PrimeSource Direct,5,4,3,12,0.02,1.0,22,13643.25,Slow-moving,Maintain,No,No
SKU-AF35CC,Epson DFX-8500 Dot Matrix Printer,Technology,Ontario,WH-Central,NorthBridge Supply,21,4,3,19,0.27,1.8,22,50275.5,Slow-moving,Maintain,No,No
SKU-AF35CC,Epson DFX-8500 Dot Matrix Printer,Technology,Prarie,WH-Central,Meridian Retail Co.,11,4,3,12,0.19,1.5,22,28477.92,Slow-moving,Maintain,No,No
SKU-AF35CC,Epson DFX-8500 Dot Matrix Printer,Technology,West,WH-West,NorthBridge Supply,13,4,3,9,0.17,1.41,22,31568.83,Slow-moving,Maintain,No,No
SKU-AF35CC,Epson DFX-8500 Dot Matrix Printer,Technology,Yukon,WH-North,NorthBridge Supply,19,4,3,8,0.08,1.0,22,44632.95,Slow-moving,Maintain,No,No
SKU-AFB7F2,"Memorex 80 Minute CD-R Spindle, 100/Pack",Technology,Northwest Territories,WH-West,PrimeSource Direct,13,4,3,10,0.06,1.0,22,524.85,Slow-moving,Maintain,No,No
SKU-AFB7F2,"Memorex 80 Minute CD-R Spindle, 100/Pack",Technology,Ontario,WH-Central,Meridian Retail Co.,0,5,4,6,2.19,5.12,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-AFB7F2,"Memorex 80 Minute CD-R Spindle, 100/Pack",Technology,West,WH-West,NorthBridge Supply,29,4,3,5,1.29,3.94,22,1248.33,Slow-moving,Excess Inventory,No,Yes
SKU-AFB7F2,"Memorex 80 Minute CD-R Spindle, 100/Pack",Technology,Yukon,WH-North,Meridian Retail Co.,1,5,4,17,0.77,3.04,23,45.99,Slow-moving,Restock Recommended,Yes,No
SKU-AFCE3A,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Atlantic,WH-East,NorthBridge Supply,0,4,3,6,0.83,3.16,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-AFCE3A,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Ontario,WH-Central,PrimeSource Direct,20,7,6,20,1.4,4.09,25,286.03,Slow-moving,Maintain,No,No
SKU-AFCE3A,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Prarie,WH-Central,Atlas Wholesale,13,9,7,17,2.48,5.45,27,192.61,Slow-moving,Maintain,No,No
SKU-B0413A,DAX Wood Document Frame,Furniture,Yukon,WH-North,Atlas Wholesale,22,4,3,13,0.21,1.58,22,312.22,Slow-moving,Maintain,No,No
SKU-B0789A,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,17,5,4,9,1.48,4.21,23,260.28,Slow-moving,Maintain,No,No
SKU-B0789A,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Northwest Territories,WH-West,Atlas Wholesale,5,5,4,9,1.0,3.46,23,81.02,Slow-moving,Restock Recommended,Yes,No
SKU-B0789A,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Prarie,WH-Central,NorthBridge Supply,17,5,4,13,0.88,3.24,23,271.45,Slow-moving,Maintain,No,No
SKU-B0789A,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Yukon,WH-North,NorthBridge Supply,3,5,4,18,0.5,2.45,23,47.07,Slow-moving,Restock Recommended,Yes,No
SKU-B07E40,Logitech Cordless Navigator Duo,Technology,Atlantic,WH-East,Meridian Retail Co.,28,5,4,19,0.71,2.92,23,2108.72,Slow-moving,Excess Inventory,No,Yes
SKU-B07E40,Logitech Cordless Navigator Duo,Technology,Ontario,WH-Central,Meridian Retail Co.,18,7,6,17,1.4,4.09,25,1460.68,Slow-moving,Maintain,No,No
SKU-B07E40,Logitech Cordless Navigator Duo,Technology,Prarie,WH-Central,Atlas Wholesale,21,6,5,17,0.98,3.43,24,1720.85,Slow-moving,Maintain,No,No
SKU-B0ED94,Xerox 1896,Office Supplies,Atlantic,WH-East,Atlas Wholesale,18,5,4,19,0.54,2.55,23,178.69,Slow-moving,Maintain,No,No
SKU-B0ED94,Xerox 1896,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,19,5,4,16,0.85,3.2,23,203.28,Slow-moving,Maintain,No,No
SKU-B0ED94,Xerox 1896,Office Supplies,West,WH-West,Meridian Retail Co.,11,9,7,21,1.9,4.77,27,115.39,Slow-moving,Maintain,No,No
SKU-B10A8F,"Acme¨ 8"" Straight Scissors",Office Supplies,Northwest Territories,WH-West,PrimeSource Direct,35,6,5,11,1.88,4.74,24,428.37,Slow-moving,Excess Inventory,No,Yes
SKU-B10A8F,"Acme¨ 8"" Straight Scissors",Office Supplies,Ontario,WH-Central,PrimeSource Direct,21,6,5,19,0.94,3.35,24,276.61,Slow-moving,Maintain,No,No
SKU-B10A8F,"Acme¨ 8"" Straight Scissors",Office Supplies,Prarie,WH-Central,Atlas Wholesale,11,11,9,14,4.27,7.16,29,141.56,Medium-moving,Restock Recommended,Yes,No
SKU-B10A8F,"Acme¨ 8"" Straight Scissors",Office Supplies,West,WH-West,PrimeSource Direct,23,6,5,8,2.25,5.2,24,290.14,Slow-moving,Maintain,No,No
SKU-B10A8F,"Acme¨ 8"" Straight Scissors",Office Supplies,Yukon,WH-North,PrimeSource Direct,6,4,3,18,0.42,2.24,22,77.2,Slow-moving,Maintain,No,No
SKU-B10F58,Barrel Sharpener,Office Supplies,Prarie,WH-Central,Atlas Wholesale,26,4,3,10,0.52,2.5,22,96.23,Slow-moving,Excess Inventory,No,Yes
SKU-B10F58,Barrel Sharpener,Office Supplies,Quebec,WH-East,Meridian Retail Co.,0,4,3,10,0.69,2.87,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B10F58,Barrel Sharpener,Office Supplies,West,WH-West,PrimeSource Direct,12,10,8,17,2.75,5.74,28,45.11,Slow-moving,Maintain,No,No
SKU-B11289,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Ontario,WH-Central,Meridian Retail Co.,29,4,3,9,0.17,1.41,22,1158.62,Slow-moving,Excess Inventory,No,Yes
SKU-B11289,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Yukon,WH-North,Meridian Retail Co.,23,5,4,9,1.15,3.71,23,943.31,Slow-moving,Maintain,No,No
SKU-B1641B,Keytronic Designer 104- Key Black Keyboard,Technology,Atlantic,WH-East,PrimeSource Direct,25,5,4,9,1.04,3.54,23,987.26,Slow-moving,Excess Inventory,No,Yes
SKU-B1641B,Keytronic Designer 104- Key Black Keyboard,Technology,Ontario,WH-Central,NorthBridge Supply,0,8,6,21,1.48,4.21,26,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B1641B,Keytronic Designer 104- Key Black Keyboard,Technology,Prarie,WH-Central,NorthBridge Supply,0,4,3,7,0.33,2.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B1641B,Keytronic Designer 104- Key Black Keyboard,Technology,West,WH-West,PrimeSource Direct,13,4,3,15,0.35,2.06,22,524.79,Slow-moving,Maintain,No,No
SKU-B17F5D,Security-Tint Envelopes,Office Supplies,Ontario,WH-Central,PrimeSource Direct,7,5,4,11,0.92,3.32,23,54.79,Slow-moving,Maintain,No,No
SKU-B17F5D,Security-Tint Envelopes,Office Supplies,Prarie,WH-Central,Atlas Wholesale,13,4,3,7,0.52,2.5,22,94.52,Slow-moving,Maintain,No,No
SKU-B17F5D,Security-Tint Envelopes,Office Supplies,Quebec,WH-East,PrimeSource Direct,6,6,5,20,0.92,3.32,24,48.75,Slow-moving,Restock Recommended,Yes,No
SKU-B190DB,Lexmark Z54se Color Inkjet Printer,Technology,Atlantic,WH-East,Meridian Retail Co.,29,5,4,14,0.77,3.04,23,2578.72,Slow-moving,Excess Inventory,No,Yes
SKU-B190DB,Lexmark Z54se Color Inkjet Printer,Technology,Ontario,WH-Central,Atlas Wholesale,0,4,3,9,0.25,1.73,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B190DB,Lexmark Z54se Color Inkjet Printer,Technology,Prarie,WH-Central,PrimeSource Direct,25,6,5,10,2.0,4.9,24,2240.47,Slow-moving,Excess Inventory,No,Yes
SKU-B190DB,Lexmark Z54se Color Inkjet Printer,Technology,Quebec,WH-East,Atlas Wholesale,3,5,4,12,0.96,3.39,23,274.93,Slow-moving,Restock Recommended,Yes,No
SKU-B190DB,Lexmark Z54se Color Inkjet Printer,Technology,West,WH-West,Atlas Wholesale,1,4,3,8,0.96,3.39,22,82.18,Slow-moving,Restock Recommended,Yes,No
SKU-B1C425,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Ontario,WH-Central,NorthBridge Supply,3,4,3,20,0.33,2.0,22,862.64,Slow-moving,Restock Recommended,Yes,No
SKU-B1C425,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Yukon,WH-North,Meridian Retail Co.,31,5,4,16,0.79,3.08,23,8339.97,Slow-moving,Excess Inventory,No,Yes
SKU-B1C867,LX 788,Technology,Atlantic,WH-East,PrimeSource Direct,27,7,6,19,1.23,3.84,25,3475.6,Slow-moving,Excess Inventory,No,Yes
SKU-B1C867,LX 788,Technology,Nunavut,WH-North,NorthBridge Supply,18,6,5,15,1.0,3.46,24,2525.22,Slow-moving,Maintain,No,No
SKU-B1C867,LX 788,Technology,Ontario,WH-Central,Atlas Wholesale,13,5,4,10,1.46,4.18,23,1683.98,Slow-moving,Maintain,No,No
SKU-B1C867,LX 788,Technology,Prarie,WH-Central,PrimeSource Direct,6,5,4,9,1.19,3.77,23,760.15,Slow-moving,Maintain,No,No
SKU-B1C867,LX 788,Technology,West,WH-West,PrimeSource Direct,0,5,4,14,0.98,3.43,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B224D2,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Technology,Ontario,WH-Central,Atlas Wholesale,32,6,5,20,1.02,3.5,24,1002.25,Slow-moving,Excess Inventory,No,Yes
SKU-B224D2,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Technology,Prarie,WH-Central,Meridian Retail Co.,9,4,3,10,0.54,2.55,22,276.87,Slow-moving,Maintain,No,No
SKU-B224D2,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Technology,West,WH-West,NorthBridge Supply,27,5,4,21,0.6,2.69,23,798.29,Slow-moving,Excess Inventory,No,Yes
SKU-B2329E,Wirebound Voice Message Log Book,Office Supplies,Ontario,WH-Central,NorthBridge Supply,6,7,6,20,1.19,3.77,25,28.01,Slow-moving,Restock Recommended,Yes,No
SKU-B2329E,Wirebound Voice Message Log Book,Office Supplies,West,WH-West,Atlas Wholesale,12,7,6,12,1.94,4.82,25,56.87,Slow-moving,Maintain,No,No
SKU-B2329E,Wirebound Voice Message Log Book,Office Supplies,Yukon,WH-North,Atlas Wholesale,10,4,3,18,0.1,1.12,22,45.5,Slow-moving,Maintain,No,No
SKU-B250FA,Newell 339,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,0,4,3,7,0.5,2.45,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B250FA,Newell 339,Office Supplies,Ontario,WH-Central,PrimeSource Direct,0,4,3,5,1.52,4.27,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B250FA,Newell 339,Office Supplies,Quebec,WH-East,Atlas Wholesale,25,6,5,17,1.17,3.74,24,70.8,Slow-moving,Excess Inventory,No,Yes
SKU-B272D6,Ultra Commercial Grade Dual Valve Door Closer,Furniture,Atlantic,WH-East,Atlas Wholesale,11,5,4,17,0.56,2.6,23,443.09,Slow-moving,Maintain,No,No
SKU-B272D6,Ultra Commercial Grade Dual Valve Door Closer,Furniture,Nunavut,WH-North,Atlas Wholesale,26,5,4,15,0.96,3.39,23,1026.15,Slow-moving,Excess Inventory,No,Yes
SKU-B272D6,Ultra Commercial Grade Dual Valve Door Closer,Furniture,Prarie,WH-Central,PrimeSource Direct,3,6,5,18,0.83,3.16,24,116.99,Slow-moving,Restock Recommended,Yes,No
SKU-B272D6,Ultra Commercial Grade Dual Valve Door Closer,Furniture,West,WH-West,PrimeSource Direct,25,5,4,13,0.88,3.24,23,944.99,Slow-moving,Excess Inventory,No,Yes
SKU-B2928D,R289LX,Technology,Yukon,WH-North,NorthBridge Supply,22,5,4,13,1.0,3.46,23,1701.8,Slow-moving,Maintain,No,No
SKU-B2CA9F,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Atlantic,WH-East,NorthBridge Supply,3,7,6,15,1.69,4.5,25,20.14,Slow-moving,Restock Recommended,Yes,No
SKU-B2CA9F,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Northwest Territories,WH-West,Meridian Retail Co.,0,4,3,9,0.08,1.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B2CA9F,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Ontario,WH-Central,Meridian Retail Co.,0,5,4,7,1.4,4.09,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B2CA9F,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Prarie,WH-Central,NorthBridge Supply,0,6,5,12,1.73,4.56,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B3298A,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Atlantic,WH-East,NorthBridge Supply,14,4,3,5,0.73,2.96,22,91.99,Slow-moving,Maintain,No,No
SKU-B3298A,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Northwest Territories,WH-West,PrimeSource Direct,22,4,3,9,0.88,3.24,22,148.54,Slow-moving,Maintain,No,No
SKU-B3298A,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Nunavut,WH-North,Meridian Retail Co.,0,4,3,8,0.44,2.29,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B3298A,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Prarie,WH-Central,Meridian Retail Co.,0,4,3,11,0.4,2.18,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B3298A,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Quebec,WH-East,NorthBridge Supply,0,4,3,7,0.12,1.22,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B3298A,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,West,WH-West,Meridian Retail Co.,9,6,5,18,1.04,3.54,24,62.2,Slow-moving,Maintain,No,No
SKU-B3298A,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Yukon,WH-North,PrimeSource Direct,17,4,3,6,0.15,1.32,22,129.05,Slow-moving,Maintain,No,No
SKU-B3DBB2,Array¨ Memo Cubes,Office Supplies,Atlantic,WH-East,Atlas Wholesale,5,4,3,21,0.02,1.0,22,52.4,Slow-moving,Maintain,No,No
SKU-B3DBB2,Array¨ Memo Cubes,Office Supplies,Northwest Territories,WH-West,NorthBridge Supply,30,4,3,10,0.42,2.24,22,150.6,Slow-moving,Excess Inventory,No,Yes
SKU-B3DBB2,Array¨ Memo Cubes,Office Supplies,Ontario,WH-Central,NorthBridge Supply,0,9,7,19,1.83,4.69,27,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B3DBB2,Array¨ Memo Cubes,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,10,5,4,10,1.33,4.0,23,53.8,Slow-moving,Maintain,No,No
SKU-B3DBB2,Array¨ Memo Cubes,Office Supplies,Quebec,WH-East,Meridian Retail Co.,0,5,4,11,0.83,3.16,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B3DBB2,Array¨ Memo Cubes,Office Supplies,West,WH-West,Meridian Retail Co.,7,4,3,10,0.02,1.0,22,71.19,Slow-moving,Maintain,No,No
SKU-B3DBB2,Array¨ Memo Cubes,Office Supplies,Yukon,WH-North,PrimeSource Direct,30,4,3,17,0.48,2.4,22,160.63,Slow-moving,Excess Inventory,No,Yes
SKU-B44A82,Berol Giant Pencil Sharpener,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,11,4,3,18,0.27,1.8,22,201.75,Slow-moving,Maintain,No,No
SKU-B44A82,Berol Giant Pencil Sharpener,Office Supplies,Quebec,WH-East,Meridian Retail Co.,16,5,4,18,0.73,2.96,23,267.16,Slow-moving,Maintain,No,No
SKU-B44A82,Berol Giant Pencil Sharpener,Office Supplies,West,WH-West,PrimeSource Direct,11,6,5,21,0.92,3.32,24,194.41,Slow-moving,Maintain,No,No
SKU-B44A82,Berol Giant Pencil Sharpener,Office Supplies,Yukon,WH-North,Atlas Wholesale,0,4,3,10,0.73,2.96,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B46D5A,Economy Rollaway Files,Office Supplies,Atlantic,WH-East,Atlas Wholesale,0,4,3,16,0.21,1.58,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B46D5A,Economy Rollaway Files,Office Supplies,Ontario,WH-Central,NorthBridge Supply,21,4,3,7,0.12,1.22,22,3353.21,Slow-moving,Maintain,No,No
SKU-B46D5A,Economy Rollaway Files,Office Supplies,Prarie,WH-Central,NorthBridge Supply,16,4,3,7,1.02,3.5,22,2643.12,Slow-moving,Maintain,No,No
SKU-B46D5A,Economy Rollaway Files,Office Supplies,West,WH-West,Atlas Wholesale,15,6,5,13,1.73,4.56,24,2505.16,Slow-moving,Maintain,No,No
SKU-B46D5A,Economy Rollaway Files,Office Supplies,Yukon,WH-North,PrimeSource Direct,23,4,3,16,0.48,2.4,22,3553.62,Slow-moving,Excess Inventory,No,Yes
SKU-B48814,Microsoft Internet Keyboard,Technology,Atlantic,WH-East,PrimeSource Direct,24,4,3,20,0.27,1.8,22,496.65,Slow-moving,Excess Inventory,No,Yes
SKU-B48814,Microsoft Internet Keyboard,Technology,Northwest Territories,WH-West,NorthBridge Supply,4,5,4,11,1.17,3.74,23,81.65,Slow-moving,Restock Recommended,Yes,No
SKU-B48814,Microsoft Internet Keyboard,Technology,Ontario,WH-Central,PrimeSource Direct,27,9,7,16,2.27,5.22,27,589.53,Slow-moving,Maintain,No,No
SKU-B48814,Microsoft Internet Keyboard,Technology,Prarie,WH-Central,Atlas Wholesale,27,9,7,17,2.29,5.24,27,559.35,Slow-moving,Maintain,No,No
SKU-B48814,Microsoft Internet Keyboard,Technology,West,WH-West,Atlas Wholesale,20,7,6,9,2.56,5.55,25,436.47,Slow-moving,Maintain,No,No
SKU-B53B25,"Master Giant Foot¨ Doorstop, Safety Yellow",Furniture,Atlantic,WH-East,Atlas Wholesale,13,4,3,5,0.48,2.4,22,105.58,Slow-moving,Maintain,No,No
SKU-B53B25,"Master Giant Foot¨ Doorstop, Safety Yellow",Furniture,Northwest Territories,WH-West,Atlas Wholesale,0,5,4,9,1.04,3.54,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B53B25,"Master Giant Foot¨ Doorstop, Safety Yellow",Furniture,Ontario,WH-Central,Meridian Retail Co.,7,7,6,10,2.85,5.85,25,51.76,Slow-moving,Restock Recommended,Yes,No
SKU-B53B25,"Master Giant Foot¨ Doorstop, Safety Yellow",Furniture,Prarie,WH-Central,Meridian Retail Co.,25,6,5,8,2.42,5.39,24,188.83,Slow-moving,Excess Inventory,No,Yes
SKU-B53B25,"Master Giant Foot¨ Doorstop, Safety Yellow",Furniture,Quebec,WH-East,Atlas Wholesale,0,6,5,13,1.25,3.87,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B53B25,"Master Giant Foot¨ Doorstop, Safety Yellow",Furniture,West,WH-West,PrimeSource Direct,34,10,8,17,2.98,5.98,28,259.25,Slow-moving,Excess Inventory,No,Yes
SKU-B576A8,Hon 4070 Series Pagodaª Round Back Stacking Chairs,Furniture,Northwest Territories,WH-West,Atlas Wholesale,32,5,4,12,0.75,3.0,23,10822.95,Slow-moving,Excess Inventory,No,Yes
SKU-B576A8,Hon 4070 Series Pagodaª Round Back Stacking Chairs,Furniture,Ontario,WH-Central,Atlas Wholesale,4,5,4,18,0.58,2.65,23,1399.79,Slow-moving,Restock Recommended,Yes,No
SKU-B576A8,Hon 4070 Series Pagodaª Round Back Stacking Chairs,Furniture,Quebec,WH-East,NorthBridge Supply,0,4,3,6,0.25,1.73,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B576A8,Hon 4070 Series Pagodaª Round Back Stacking Chairs,Furniture,West,WH-West,PrimeSource Direct,33,6,5,15,1.17,3.74,24,10418.01,Slow-moving,Excess Inventory,No,Yes
SKU-B58704,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,25,5,4,9,1.6,4.39,23,1000.04,Slow-moving,Excess Inventory,No,Yes
SKU-B58704,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Ontario,WH-Central,Meridian Retail Co.,13,5,4,18,0.58,2.65,23,541.49,Slow-moving,Maintain,No,No
SKU-B58704,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,West,WH-West,Atlas Wholesale,33,5,4,15,0.6,2.69,23,1318.24,Slow-moving,Excess Inventory,No,Yes
SKU-B5A2A5,Staples¨ General Use 3-Ring Binders,Office Supplies,Nunavut,WH-North,PrimeSource Direct,26,4,3,8,0.1,1.12,22,125.63,Slow-moving,Excess Inventory,No,Yes
SKU-B5A2A5,Staples¨ General Use 3-Ring Binders,Office Supplies,Ontario,WH-Central,PrimeSource Direct,3,6,5,15,1.5,4.24,24,5.66,Slow-moving,Restock Recommended,Yes,No
SKU-B5A2A5,Staples¨ General Use 3-Ring Binders,Office Supplies,Prarie,WH-Central,PrimeSource Direct,27,10,8,20,2.25,5.2,28,51.66,Slow-moving,Maintain,No,No
SKU-B5A2A5,Staples¨ General Use 3-Ring Binders,Office Supplies,Quebec,WH-East,Meridian Retail Co.,15,6,5,18,1.08,3.61,24,30.11,Slow-moving,Maintain,No,No
SKU-B5A2A5,Staples¨ General Use 3-Ring Binders,Office Supplies,West,WH-West,PrimeSource Direct,29,9,7,15,2.29,5.24,27,55.09,Slow-moving,Excess Inventory,No,Yes
SKU-B5A2A5,Staples¨ General Use 3-Ring Binders,Office Supplies,Yukon,WH-North,Meridian Retail Co.,15,5,4,15,0.88,3.24,23,29.3,Slow-moving,Maintain,No,No
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,Atlantic,WH-East,Meridian Retail Co.,30,5,4,9,1.5,4.24,23,201.4,Slow-moving,Excess Inventory,No,Yes
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,Northwest Territories,WH-West,Atlas Wholesale,12,7,6,12,2.12,5.05,25,77.49,Slow-moving,Maintain,No,No
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,Nunavut,WH-North,NorthBridge Supply,13,4,3,20,0.17,1.41,22,100.54,Slow-moving,Maintain,No,No
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,Ontario,WH-Central,PrimeSource Direct,38,9,7,17,2.21,5.15,27,273.07,Slow-moving,Excess Inventory,No,Yes
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,Prarie,WH-Central,PrimeSource Direct,23,5,4,7,1.83,4.69,23,159.73,Slow-moving,Maintain,No,No
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,Quebec,WH-East,PrimeSource Direct,6,5,4,7,1.27,3.91,23,41.83,Slow-moving,Maintain,No,No
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,West,WH-West,Atlas Wholesale,0,6,5,9,2.0,4.9,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B5CB16,Bell Sonecor JB700 Caller ID,Technology,Yukon,WH-North,PrimeSource Direct,0,4,3,12,0.08,1.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-B5DA2C,Xerox 23,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,23,4,3,16,0.27,1.8,22,169.28,Slow-moving,Excess Inventory,No,Yes
SKU-B5DA2C,Xerox 23,Office Supplies,Ontario,WH-Central,PrimeSource Direct,26,6,5,13,1.33,4.0,24,177.28,Slow-moving,Excess Inventory,No,Yes
SKU-B5DA2C,Xerox 23,Office Supplies,Prarie,WH-Central,NorthBridge Supply,7,6,5,11,1.73,4.56,24,45.93,Slow-moving,Maintain,No,No
SKU-B5DA2C,Xerox 23,Office Supplies,Quebec,WH-East,PrimeSource Direct,7,6,5,14,1.35,4.03,24,46.41,Slow-moving,Maintain,No,No
SKU-B5DA2C,Xerox 23,Office Supplies,West,WH-West,NorthBridge Supply,21,5,4,12,0.85,3.2,23,139.99,Slow-moving,Maintain,No,No
SKU-B5DA2C,Xerox 23,Office Supplies,Yukon,WH-North,PrimeSource Direct,2,4,3,14,0.46,2.35,22,13.67,Slow-moving,Restock Recommended,Yes,No
SKU-B5EE8A,Staples Bulk Pack Metal Binder Clips,Office Supplies,Ontario,WH-Central,NorthBridge Supply,20,5,4,5,2.77,5.77,23,117.16,Slow-moving,Maintain,No,No
